"maximumDepthInMeters"	"magnification"	"identifiedBy"	"col21"	"minimumDepthInMeters"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"gear"	"sampletype"	"identificationQualifier"	"previousIdentifications"	"individualCount"	"cellsInChamber"	"taxonRank"	"lifeStage"	"foto"	"occurrenceRemarks"
5	10	"AT"		5	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	6.68	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 40-50um"	4	17.82				
5	10	"AT"		5	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.46				
5	10	"AT"		5	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	3.34	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.91				
5	10	"AT"		5	"cells/l"	"Mesodinium rubrum"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.46				
5	10	"AT"		5	"cells/l"	"Parafavella obtusangula"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	3.34	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.91				
5	10	"AT"		5	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.46				
5	10	"AT"		5	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	13.37	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			8	35.65				
5	10	"AT"		5	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.46				
5	10	"AT"		5	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	444.1	0.1125875886997615	"l"	"present"	"verified"	19	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	1184.26				
5	10	"AT"		5	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"KB3"	"MIT-012"	"Occurrence"	10.03	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		6	26.73	"species"			
10	10	"AT"		10	"cells/l"	"Chaetoceros socialis"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	3.31	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.82				
10	10	"AT"		10	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	14.89	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	9	39.71				
10	10	"AT"		10	"cells/l"	"Fragilariopsis cylindrus"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	41.36	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			25	110.3				
10	10	"AT"		10	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 40-50um"	1	4.41				
10	10	"AT"		10	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.41				
10	10	"AT"		10	"cells/l"	"Leegaardiella sol"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	8.27	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			5	22.06				
10	10	"AT"		10	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	6.62	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			4	17.65				
10	10	"AT"		10	"cells/l"	"Parafavella obtusangula"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.41				
10	10	"AT"		10	"cells/l"	"Pleurosigma"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	4.41	"species"			
10	10	"AT"		10	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.41				
10	10	"AT"		10	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.41				
10	10	"AT"		10	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	11.58	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			7	30.88				
10	10	"AT"		10	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	31.44	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			19	83.83				
10	10	"AT"		10	"cells/l"	"Scrippsiella"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	3.31	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		2	8.82	"species"			
10	10	"AT"		10	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	4.96	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		3	13.24	"species"			
10	10	"AT"		10	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"KB2"	"MIT-014"	"Occurrence"	3.31	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		2	8.82	"species"			
25	10	"AT"		25	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	13.24	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			8	35.3				"25/5"
25	10	"AT"		25	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	290.96	0.17184421433121494	"l"	"present"	"verified"	29	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	775.9				"25/5"
25	10	"AT"		25	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	21.51	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	13	57.36				"25/5"
25	10	"AT"		25	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	13.24	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		8	35.3	"species"			"25/5"
25	10	"AT"		25	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	8.27	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			5	22.06				"25/5"
25	10	"AT"		25	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	3.31	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 40-50um"	2	8.82				"25/5"
25	10	"AT"		25	"cells/l"	"Parafavella obtusangula"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.41				"25/5"
25	10	"AT"		25	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	4.96	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	13.24				"25/5"
25	10	"AT"		25	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	11.58	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			7	30.88				"25/5"
25	10	"AT"		25	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	3.31	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		2	8.82	"species"			"25/5"
25	10	"AT"		25	"cells/l"	"Leegaardiella sol"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	8.27	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			5	22.06				"25/5"
25	10	"AT"		25	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.41				"25/5"
25	10	"AT"		25	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.41				"25/5"
25	10	"AT"		25	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"KB1_KB2"	"MIT-015"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.41				"25/5"
5	10	"AT"		5	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.46				
5	10	"AT"		5	"cells/l"	"Didinium"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	4.46	"species"			
5	10	"AT"		5	"cells/l"	"Dinophysis acuminata"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.46				
5	10	"AT"		5	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	16.71	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	10	44.56				
5	10	"AT"		5	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 40-50um"	1	4.46				
5	10	"AT"		5	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.46				
5	10	"AT"		5	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	11.7	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			7	31.19				
5	10	"AT"		5	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.46				
5	10	"AT"		5	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	11.7	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			7	31.19				
5	10	"AT"		5	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"KB1"	"MIT-017"	"Occurrence"	11.7	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		7	31.19	"species"			
25	10	"AT"		25	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	1.74	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.64				
25	10	"AT"		25	"cells/l"	"Chaetoceros concavicornis"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	3.48	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	9.28				
25	10	"AT"		25	"cells/l"	"Cochlodinium"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	1.74	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	4.64	"species"			
25	10	"AT"		25	"cells/l"	"Corethron hystrix"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	6.96	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			4	18.56				
25	10	"AT"		25	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	1.74	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	1	4.64				
25	10	"AT"		25	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	5.22	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 30-40um"	3	13.92				
25	10	"AT"		25	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	1.74	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.64				
25	10	"AT"		25	"cells/l"	"Leegaardiella sol"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	8.7	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			5	23.2				
25	10	"AT"		25	"cells/l"	"Mesodinium rubrum"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	1.74	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.64				
25	10	"AT"		25	"cells/l"	"Proboscia subarctica"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	1.74	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.64				
25	10	"AT"		25	"cells/l"	"Pronoctiluca pelagica"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	6.96	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			4	18.56				
25	10	"AT"		25	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	3.48	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	9.28				
25	10	"AT"		25	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	19.14	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"			11	51.03				
25	10	"AT"		25	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	649.07	0.07703361332088944	"l"	"present"	"verified"	13	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	1730.85				
25	10	"AT"		25	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	1.74	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	4.64	"species"			
25	10	"AT"		25	"cells/l"	"Thalassiosira"	2016	"MOSJ2016"	"V10"	"MIT-024"	"Occurrence"	1.74	0.5747892686250982	"l"	"present"	"verified"	97	450.02	10	90	24	"Niskin bottle"	"microplankton"	"spp. gravida/antarctica"	"Thalassiosira gravida/antarctica"	1	4.64	"species"			
25	10	"AT"		25	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R1"	"MIT-033"	"Occurrence"	843.79	0.059256625631453425	"l"	"present"	"verified"	10	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	2250.1				
25	10	"AT"		25	"cells/l"	"Mesodinium rubrum"	2016	"MOSJ2016"	"R1"	"MIT-033"	"Occurrence"	1.81	0.5510866183725168	"l"	"present"	"verified"	93	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.84				
25	10	"AT"		25	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"R1"	"MIT-033"	"Occurrence"	1.81	0.5510866183725168	"l"	"present"	"verified"	93	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.84				
25	10	"AT"		25	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"R1"	"MIT-033"	"Occurrence"	1.81	0.5510866183725168	"l"	"present"	"verified"	93	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.84				
25	10	"AT"		25	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"R1"	"MIT-033"	"Occurrence"	1.81	0.5510866183725168	"l"	"present"	"verified"	93	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.84				
25	10	"AT"		25	"cells/l"	"Leprotintinnus"	2016	"MOSJ2016"	"R1"	"MIT-033"	"Occurrence"	5.44	0.5510866183725168	"l"	"present"	"verified"	93	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."	"Leprotintinnopsis"	3	14.52	"species"			
25	10	"AT"		25	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"R1"	"MIT-033"	"Occurrence"	5.44	0.5510866183725168	"l"	"present"	"verified"	93	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 30-40um"	3	14.52				
25	10	"AT"		25	"cells/l"	"Thalassiosira"	2016	"MOSJ2016"	"R1"	"MIT-033"	"Occurrence"	1.81	0.5510866183725168	"l"	"present"	"verified"	93	450.02	10	90	24	"Niskin bottle"	"microplankton"	"spp. gravida/antarctica"	"Thalassiosira gravida/antarctica"	1	4.84	"species"			
17	10	"AT"		17	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R1"	"MIT-034"	"Occurrence"	210.95	0.2370265025258137	"l"	"present"	"verified"	40	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	562.53				
17	10	"AT"		17	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"R1"	"MIT-034"	"Occurrence"	1.67	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	4.46	"species"			
17	10	"AT"		17	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"R1"	"MIT-034"	"Occurrence"	3.34	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.91				
17	10	"AT"		17	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"R1"	"MIT-034"	"Occurrence"	3.34	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 30-40um"	2	8.91				
17	10	"AT"		17	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"R1"	"MIT-034"	"Occurrence"	5.01	0.5984919188776796	"l"	"present"	"verified"	101	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	13.37				
22	10	"AT"		22	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	22.5	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			12	60				
22	10	"AT"		22	"cells/l"	"Chaetoceros borealis"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	3.75	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	10				
22	10	"AT"		22	"cells/l"	"Corethron hystrix"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	3.75	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	10				
22	10	"AT"		22	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	3.75	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	2	10				
22	10	"AT"		22	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	5.63	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 30-40um"	3	15				
22	10	"AT"		22	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	1.88	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 40-50um"	1	5				
22	10	"AT"		22	"cells/l"	"Leegaardiella sol"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	5.63	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	15				
22	10	"AT"		22	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	1.88	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	5				
22	10	"AT"		22	"cells/l"	"Pronoctiluca pelagica"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	13.13	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			7	35				
22	10	"AT"		22	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	11.25	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			6	30				
22	10	"AT"		22	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	7.5	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			4	20				
22	10	"AT"		22	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	1.88	0.5333096306830807	"l"	"present"	"verified"	90	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	5				
22	10	"AT"		22	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"V6"	"MIT-028"	"Occurrence"	8691.01	0.059256625631453425	"l"	"present"	"verified"	10	450.02	10	90	24	"Niskin bottle"	"microplankton"			515	23176.03				
5	10	"AT"		5	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	11.81	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			7	31.5				
5	10	"AT"		5	"cells/l"	"Chaetoceros concavicornis"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	8.44	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			5	22.5				
5	10	"AT"		5	"cells/l"	"Ciliophora"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	5.06	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Ciliophora indet. 30-40um"	3	13.5				
5	10	"AT"		5	"cells/l"	"Corethron hystrix"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	3.38	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	9				
5	10	"AT"		5	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	1.69	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	1	4.5				
5	10	"AT"		5	"cells/l"	"Fragilariopsis cylindrus"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	8.44	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			5	22.5				
5	10	"AT"		5	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	11.81	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 30-40um"	7	31.5				
5	10	"AT"		5	"cells/l"	"Heterocapsa triquetra"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	1.69	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.5				
5	10	"AT"		5	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	1.69	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.5				
5	10	"AT"		5	"cells/l"	"Pronoctiluca pelagica"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	20.25	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			12	54				
