"maximumDepthInMeters"	"magnification"	"minimumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"identificationRemarks"	"year"	"expedition"	"locationID"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"taxonRank"	"lifeStage"	"occurrenceRemarks"
50	60	50	"iopan.pl"	"cells/l"	"Coccolithales"	"indet."	"non.det"	2013	"MOSJ2013"	"KB5"	"MOSJ13-142"	"Coccolithales  non.det"	"Occurrence"	2132.70641025641	2	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	106.635320512821	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-142"		"Occurrence"	3199.05961538462	3	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	159.952980769231	"Niskin bottle"	"phytoplankton"	"species"		
50	60	50	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"5-10um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-142"	"Flagellatae"	"Occurrence"	1066.35320512821	1	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	53.3176602564103	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	"sp. cf g. gracilentum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-142"		"Occurrence"	14928.9448717949	14	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	746.447243589744	"Niskin bottle"	"phytoplankton"	"species"		
50	60	50	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. „krasnal”"	"sp. „krasnal”"	2013	"MOSJ2013"	"KB5"	"MOSJ13-142"		"Occurrence"	2132.70641025641	2	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	106.635320512821	"Niskin bottle"	"phytoplankton"	"species"		
50	60	50	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 10-20um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-142"	"Gymnodinium sp. 10-20um"	"Occurrence"	2132.70641025641	2	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	106.635320512821	"Niskin bottle"	"phytoplankton"	"species"		
50	60	50	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. arcticum"	"sp. cf g.arcticum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-142"		"Occurrence"	1066.35320512821	1	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	53.3176602564103	"Niskin bottle"	"phytoplankton"	"species"		
50	60	50	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"			2013	"MOSJ2013"	"KB5"	"MOSJ13-142"		"Occurrence"	1066.35320512821	1	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	53.3176602564103	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Gymnodinium simplex"			2013	"MOSJ2013"	"KB5"	"MOSJ13-142"		"Occurrence"	6398.11923076923	6	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	319.905961538462	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Lessardia elongata"			2013	"MOSJ2013"	"KB5"	"MOSJ13-142"		"Occurrence"	1066.35320512821	1	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	53.3176602564103	"Niskin bottle"	"phytoplankton"			
50	60	50	"iopan.pl"	"cells/l"	"Scrippsiella"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-142"		"Occurrence"	1066.35320512821	1	0.0009377755842912972	"l"	"present"	"verified"	312	16635.11	50	1000	1	53.3176602564103	"Niskin bottle"	"phytoplankton"	"species"		
25	60	25	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	1618.98880778589	2	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	80.9494403892944	"Niskin bottle"	"phytoplankton"	"species"		
25	60	25	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"<5um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-143"	"Flagellatae"	"Occurrence"	3237.97761557178	4	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	161.898880778589	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"5-10um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-143"	"Flagellatae"	"Occurrence"	6475.95523114355	8	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	323.797761557178	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	"sp. cf g. gracilentum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	18618.3712895377	23	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	930.918564476886	"Niskin bottle"	"phytoplankton"	"species"		
25	60	25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. arcticum"	"sp. cf g.arcticum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	1618.98880778589	2	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	80.9494403892944	"Niskin bottle"	"phytoplankton"	"species"		
25	60	25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. wulffii"	"sp. cf g.wulffii"	2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	3237.97761557178	4	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	161.898880778589	"Niskin bottle"	"phytoplankton"	"species"		
25	60	25	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"			2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	2428.48321167883	3	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	121.424160583942	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Gymnodinium simplex"			2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	4856.96642335767	6	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	242.848321167883	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Gyrodinium flagellare"			2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	809.494403892944	1	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	40.4747201946472	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"			2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	2428.48321167883	3	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	121.424160583942	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Lessardia elongata"			2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	809.494403892944	1	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	40.4747201946472	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Micracanthodinium claytonii"			2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	809.494403892944	1	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	40.4747201946472	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Monosiga marina"			2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	809.494403892944	1	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	40.4747201946472	"Niskin bottle"	"phytoplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Teleaulax"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-143"		"Occurrence"	1618.98880778589	2	0.0012353389908452664	"l"	"present"	"verified"	411	16635.11	50	1000	1	80.9494403892944	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Alexandrium"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Algirosphaera robusta"		"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	19222.7937777778	13	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	961.139688888889	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Amphidinium sphenoides"			2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"			
10	10	10	"iopan.pl"	"cells/l"	"Ciliophora"	"indet.-"	"30-40um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"	"Ciliophora non det 30-40um"	"Occurrence"	160.721428571429	1	0.0062219456913026085	"l"	"present"	"verified"	56	450.02	50	1000	1	8.03607142857143	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Coccolithales"	"indet."	"non.det"	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"	"Coccolithales  non.det"	"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	56189.7048888889	38	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	2809.48524444444	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"5-10um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"	"Flagellatae"	"Occurrence"	70976.4693333333	48	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	3548.82346666667	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"<5um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"	"Flagellatae"	"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. wulffii"	"sp. cf g.wulffii"	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	4436.02933333333	3	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	221.801466666667	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	"sp. cf g. gracilentum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	48796.3226666667	33	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	2439.81613333333	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. arcticum"	"sp. cf g.arcticum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	2957.35288888889	2	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	147.867644444444	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"			2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	11829.4115555556	8	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	591.470577777778	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Gyrodinium flagellare"			2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	2957.35288888889	2	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	147.867644444444	"Niskin bottle"	"phytoplankton"			
10	10	10	"iopan.pl"	"cells/l"	"Leegaardiella sol"			2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	803.607142857143	5	0.0062219456913026085	"l"	"present"	"verified"	56	450.02	50	1000	1	40.1803571428571	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Lessardia elongata"			2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"			
10	10	10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	160.721428571429	1	0.0062219456913026085	"l"	"present"	"verified"	56	450.02	50	1000	1	8.03607142857143	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Monosiga marina"		"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	11829.4115555556	8	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	591.470577777778	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Oxyrrhis"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"	"Oxyrrhis  sp."	"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Pachysphaera"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Phaeocystis pouchetii"			2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	2957.35288888889	2	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	147.867644444444	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Prorocentrum"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	4436.02933333333	3	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	221.801466666667	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Pyramimonas"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	5914.70577777778	4	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	295.735288888889	"Niskin bottle"	"phytoplankton"	"species"		
10	10	10	"iopan.pl"	"cells/l"	"Strombidiidae"	"indet."		2013	"MOSJ2013"	"KB5"	"MOSJ13-144"	"Strombididae"	"Occurrence"	321.442857142857	2	0.0062219456913026085	"l"	"present"	"verified"	56	450.02	50	1000	1	16.0721428571429	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Teleaulax"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	2957.35288888889	2	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	147.867644444444	"Niskin bottle"	"phytoplankton"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Telonema"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-144"		"Occurrence"	1478.67644444444	1	0.0006762804694408393	"l"	"present"	"verified"	225	16635.11	50	1000	1	73.9338222222222	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Dinobryon"	"spp."	"cyst"	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"	"Dinobryon spp. cyst"	"Occurrence"	1421.80427350427	1	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	71.0902136752137	"Niskin bottle"	"phytoplankton"	"species"	"cyst"	
5	60	5	"iopan.pl"	"cells/l"	"Coccolithales"	"indet."	"non.det"	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"	"Coccolithales  non.det"	"Occurrence"	4265.41282051282	3	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	213.270641025641	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	18483.4555555556	13	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	924.172777777778	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Dinobryon faculiferum"			2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	1421.80427350427	1	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	71.0902136752137	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"<5um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"	"Flagellatae"	"Occurrence"	9952.62991452992	7	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	497.631495726496	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"5-10um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"	"Flagellatae"	"Occurrence"	89919.5135135135	50	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	4495.97567567568	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	"sp. cf g. gracilentum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	11374.4341880342	8	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	568.721709401709	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 20-30um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"	"Gymnodinium sp. 20-30um"	"Occurrence"	2843.60854700855	2	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	142.180427350427	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 10-20um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"	"Gymnodinium sp. 10-20um"	"Occurrence"	9952.62991452992	7	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	497.631495726496	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. wulffii"	"sp. cf g.wulffii"	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	2843.60854700855	2	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	142.180427350427	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"			2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	7109.02136752137	5	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	355.451068376068	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Gymnodinium simplex"			2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	1421.80427350427	1	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	71.0902136752137	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Katodinium glaucum"			2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	1421.80427350427	1	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	71.0902136752137	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Leucocryptos marina"			2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	2843.60854700855	2	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	142.180427350427	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	2843.60854700855	2	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	142.180427350427	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Prorocentrum"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	9952.62991452992	7	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	497.631495726496	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Pyramimonas"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	9952.62991452992	7	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	497.631495726496	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Scrippsiella"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	1421.80427350427	1	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	71.0902136752137	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Teleaulax"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	5687.21709401709	4	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	284.360854700855	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Telonema"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-145"		"Occurrence"	21327.0641025641	15	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	1066.35320512821	"Niskin bottle"	"phytoplankton"	"species"		
5	60	5	"iopan.pl"	"cells/l"	"Tintinnidae"	"indet."		2013	"MOSJ2013"	"KB5"	"MOSJ13-145"	"Tintinnidae non det."	"Occurrence"	1421.80427350427	1	0.0007033316882184728	"l"	"present"	"verified"	234	16635.11	50	1000	1	71.0902136752137	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Coccolithales"	"indet."	"non.det"	2013	"MOSJ2013"	"KB5"	"MOSJ13-146"	"Coccolithales  non.det"	"Occurrence"	2997.31711711712	2	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	149.865855855856	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	"sp."	2013	"MOSJ2013"	"KB5"	"MOSJ13-146"		"Occurrence"	19482.5612612613	13	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	974.128063063063	"Niskin bottle"	"phytoplankton"	"species"		
0	60		"iopan.pl"	"cells/l"	"Dinobryon faculiferum"			2013	"MOSJ2013"	"KB5"	"MOSJ13-146"		"Occurrence"	1498.65855855856	1	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	74.9329279279279	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"<5um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-146"	"Flagellatae"	"Occurrence"	5994.63423423423	4	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	299.731711711712	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"5-10um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-146"	"Flagellatae"	"Occurrence"	25477.1954954955	17	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	1273.85977477477	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	"sp. cf g. gracilentum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-146"		"Occurrence"	11989.2684684685	8	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	599.463423423424	"Niskin bottle"	"phytoplankton"	"species"		
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf. G. arcticum"	"sp. cf g.arcticum"	2013	"MOSJ2013"	"KB5"	"MOSJ13-146"		"Occurrence"	1498.65855855856	1	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	74.9329279279279	"Niskin bottle"	"phytoplankton"	"species"		
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 10-20um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-146"	"Gymnodinium sp. 10-20um"	"Occurrence"	1498.65855855856	1	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	74.9329279279279	"Niskin bottle"	"phytoplankton"	"species"		
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 20-30um"	2013	"MOSJ2013"	"KB5"	"MOSJ13-146"	"Gymnodinium sp. 20-30um"	"Occurrence"	1498.65855855856	1	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	74.9329279279279	"Niskin bottle"	"phytoplankton"	"species"		
0	60		"iopan.pl"	"cells/l"	"Gymnodinium galeatum"			2013	"MOSJ2013"	"KB5"	"MOSJ13-146"		"Occurrence"	4495.97567567568	3	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	224.798783783784	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Heterocapsa rotundata"			2013	"MOSJ2013"	"KB5"	"MOSJ13-146"		"Occurrence"	1498.65855855856	1	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	74.9329279279279	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Leucocryptos marina"			2013	"MOSJ2013"	"KB5"	"MOSJ13-146"		"Occurrence"	2997.31711711712	2	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	149.865855855856	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2013	"MOSJ2013"	"KB5"	"MOSJ13-146"		"Occurrence"	1498.65855855856	1	0.0006672633965149614	"l"	"present"	"verified"	222	16635.11	50	1000	1	74.9329279279279	"Niskin bottle"	"phytoplankton"			
