"maximumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"identificationRemarks"	"year"	"expedition"	"locationID"	"fieldNumber"	"taxonRank"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"minimumDepthInMeters"	"occurrenceRemarks"	"previousIdentifications"	"lifeStage"	"magnification"
25	"iopan.pl"	"cells/l"	"Tintinnopsis"	"sp."	"sp."	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"	"species"	"Occurrence"	677.549157303371	60	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	216.815730337079	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"			2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	45.1699438202247	4	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	14.4543820224719	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Dinophysis"	"sp. cf. D. arctica"	"sp. cf d.arctica"	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"	"species"	"Occurrence"	11.2924859550562	1	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	3.61359550561798	"Niskin bottle"	"microplankton"	25		"Dinophysis  sp. cf. D. arctica"		
25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 20-30um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"	"species"	"Occurrence"	11.2924859550562	1	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	3.61359550561798	"Niskin bottle"	"microplankton"	25		"Gymnodinium sp. 20-30um"		
25	"iopan.pl"	"cells/l"	"Dinophyceae"	"indet.-"	"10-20um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	214.557233146067	19	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	68.6583146067416	"Niskin bottle"	"microplankton"	25		"Thecate dinoflagellatae"		
25	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp."	"sp. 20-30um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"	"species"	"Occurrence"	33.8774578651685	3	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	10.8407865168539	"Niskin bottle"	"microplankton"	25		"Protoperidinium sp. 20-30um"		
25	"iopan.pl"	"cells/l"	"Eutintinnus inguilinus"			2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	146.80231741573	13	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	46.9767415730337	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Parafavella obtusangula"			2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	45.1699438202247	4	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	14.4543820224719	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Ciliophora"	"indet."		2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	90.3398876404495	8	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	28.9087640449438	"Niskin bottle"	"microplankton"	25		"Ciliophora non det"		
25	"iopan.pl"	"cells/l"	"Protoperidinium pyriforme"			2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	11.2924859550562	1	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	3.61359550561798	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Strombidium sulcatum"			2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	11.2924859550562	1	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	3.61359550561798	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp. cf. P. pallidum"	"sp. cf p.pallidum"	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"	"species"	"Occurrence"	45.1699438202247	4	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	14.4543820224719	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Dinophyceae"	"indet.-"	"30-40um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	11.2924859550562	1	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	3.61359550561798	"Niskin bottle"	"microplankton"	25		"Thecate dinoflagellatae"		
25	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	11.2924859550562	1	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	3.61359550561798	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Dinophysis contracta"		"Old Dinophysis rotundata"	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	33.8774578651685	3	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	10.8407865168539	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Strombidium conicum"			2012	"MOSJ2012"	"KB1"	"MOSJ12-155"		"Occurrence"	11.2924859550562	1	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	3.61359550561798	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Tontonia"	"sp."	"sp."	2012	"MOSJ2012"	"KB1"	"MOSJ12-155"	"species"	"Occurrence"	11.2924859550562	1	0.08855446037125711	"l"	"present"	"verified"	89	321.61	2	200	32	3.61359550561798	"Niskin bottle"	"microplankton"	25				
50	"iopan.pl"	"cells/l"	"Tintinnopsis"	"sp."	"sp."	2012	"MOSJ2012"	"KB1"	"MOSJ12-156"	"species"	"Occurrence"	238.306378865979	23	0.09651441186530269	"l"	"present"	"verified"	97	321.61	2	200	32	76.2580412371134	"Niskin bottle"	"microplankton"	50				
50	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp."	"sp. 20-30um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-156"	"species"	"Occurrence"	10.3611469072165	1	0.09651441186530269	"l"	"present"	"verified"	97	321.61	2	200	32	3.31556701030928	"Niskin bottle"	"microplankton"	50		"Protoperidinium sp. 20-30um"		
50	"iopan.pl"	"cells/l"	"Parafavella obtusangula"			2012	"MOSJ2012"	"KB1"	"MOSJ12-156"		"Occurrence"	10.3611469072165	1	0.09651441186530269	"l"	"present"	"verified"	97	321.61	2	200	32	3.31556701030928	"Niskin bottle"	"microplankton"	50				
50	"iopan.pl"	"cells/l"	"Foissneridium constrictum"		"Old Strombidium constrictum"	2012	"MOSJ2012"	"KB1"	"MOSJ12-156"		"Occurrence"	10.3611469072165	1	0.09651441186530269	"l"	"present"	"verified"	97	321.61	2	200	32	3.31556701030928	"Niskin bottle"	"microplankton"	50				
50	"iopan.pl"	"cells/l"	"Ptychocylis acuta"			2012	"MOSJ2012"	"KB1"	"MOSJ12-156"		"Occurrence"	10.3611469072165	1	0.09651441186530269	"l"	"present"	"verified"	97	321.61	2	200	32	3.31556701030928	"Niskin bottle"	"microplankton"	50				
50	"iopan.pl"	"cells/l"	"Tontonia"	"sp."	"sp."	2012	"MOSJ2012"	"KB1"	"MOSJ12-156"	"species"	"Occurrence"	41.444587628866	4	0.09651441186530269	"l"	"present"	"verified"	97	321.61	2	200	32	13.2622680412371	"Niskin bottle"	"microplankton"	50				
50	"iopan.pl"	"cells/l"	"Dinophyceae"	"indet.-"	"10-20um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-156"		"Occurrence"	20.722293814433	2	0.09651441186530269	"l"	"present"	"verified"	97	321.61	2	200	32	6.63113402061856	"Niskin bottle"	"microplankton"	50		"Thecate dinoflagellatae"		
20	"iopan.pl"	"cells/l"	"Dinophysis contracta"		"Old Dinophysis rotundata"	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Tintinnopsis"	"sp."	"sp."	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"	"species"	"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Parafavella gigantea"			2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp."	"sp. 30-40um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"	"species"	"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"	"Protoperidinium sp. 30-40um"		
20	"iopan.pl"	"cells/l"	"Dinophysis norvegica"			2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Eutintinnus inguilinus"			2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Ptychocylis acuta"			2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"			2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Strombidium"	"sp. cf. S. sulcatum"	"sp. cf s.sulcatum"	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"	"species"	"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Dinophyceae"	"indet.-"	"20-30um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"	"Thecate dinoflagellatae"		
20	"iopan.pl"	"cells/l"	"Diplopelta bomba"			2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"			2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Protoperidinium cerasus"			2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Foissneridium constrictum"		"Old Strombidium constrictum"	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"			
20	"iopan.pl"	"cells/l"	"Ciliophora"	"indet."	"Non det. 50-60um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"	"Ciliophora non det Non det. 50-60um"		
20	"iopan.pl"	"cells/l"	"Dinophyceae"	"indet.-"	"30-40um"	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"	"Thecate dinoflagellatae"		
20	"iopan.pl"	"cells/l"	"Tripos arcticus"		"old Ceratium arcticum"	2012	"MOSJ2012"	"KB1"	"MOSJ12-157"		"Occurrence"				"l"	"present"	"incalculable"							"Handnet"	"handnet"	20	"20-0"	"Neoceratium arcticum"		
0	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	62.4485436893204	1	0.016013183669662014	"l"	"present"	"verified"	103	321.61	50	1000	1	3.12242718446602	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Dinophyceae"	"indet.-"	"20-30um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	62.4485436893204	1	0.016013183669662014	"l"	"present"	"verified"	103	321.61	50	1000	1	3.12242718446602	"Niskin bottle"	"phytoplankton"			"Thecate dinoflagellatae"		
0	"iopan.pl"	"cells/l"	"Tintinnopsis"	"sp."	"sp."	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"	"species"	"Occurrence"	62.4485436893204	1	0.016013183669662014	"l"	"present"	"verified"	103	321.61	50	1000	1	3.12242718446602	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Strombidium"	"sp. cf. S. sulcatum"	"sp. cf s.sulcatum"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"	"species"	"Occurrence"	62.4485436893204	1	0.016013183669662014	"l"	"present"	"verified"	103	321.61	50	1000	1	3.12242718446602	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Eukaryota"	"incertae sedis"	"20-30um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	124.897087378641	2	0.016013183669662014	"l"	"present"	"verified"	103	321.61	50	1000	1	6.24485436893204	"Niskin bottle"	"phytoplankton"			"Unidentified cells 20-30um"		
0	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	54413.2098765432	50	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	2720.66049382716	"Niskin bottle"	"phytoplankton"			"Monoflagellatae"		
0	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	111799.23902439	52	0.0004651194449423365	"l"	"present"	"verified"	41	4407.47	50	1000	1	5589.96195121951	"Niskin bottle"	"phytoplankton"			"Biflagellatae"		
0	"iopan.pl"	"cells/l"	"Bacillariophyceae"	"indet.-"	"5-10um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	2176.52839506173	2	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	108.826419753086	"Niskin bottle"	"phytoplankton"			"Pennate"		
0	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 5-10um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"	"species"	"Occurrence"	7617.84938271605	7	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	380.892469135802	"Niskin bottle"	"phytoplankton"			"Gymnodinium sp. 5-10um"		
0	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 10-20um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"	"species"	"Occurrence"	13059.1703703704	12	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	652.958518518519	"Niskin bottle"	"phytoplankton"			"Gymnodinium sp. 10-20um"		
0	"iopan.pl"	"cells/l"	"Dinobryon"	"spp."	"cyst"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"	"species"	"Occurrence"	20677.0197530864	19	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	1033.85098765432	"Niskin bottle"	"phytoplankton"			"Dinobryon spp. cyst"	"cyst"	
0	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"			2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	34824.4543209877	32	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	1741.22271604938	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Cryptophyceae"	"indet."	"Non det."	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	7617.84938271605	7	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	380.892469135802	"Niskin bottle"	"phytoplankton"			"Cryptophyceae Non det."		
0	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"			2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	2176.52839506173	2	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	108.826419753086	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Pyramimonas"	"sp."	"sp."	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"	"species"	"Occurrence"	3264.79259259259	3	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	163.23962962963	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Algirosphaera robusta"			2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Navicula"	"sp."	"sp. 20-30um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"	"species"	"Occurrence"	3264.79259259259	3	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	163.23962962963	"Niskin bottle"	"phytoplankton"			"Navicula sp. 20-30um"		
0	"iopan.pl"	"cells/l"	"Dinophyceae"	"indet.-"	"10-20um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-191"		"Occurrence"	3264.79259259259	3	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	163.23962962963	"Niskin bottle"	"phytoplankton"			"Thecate dinoflagellatae"		
10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 20-30um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-192"	"species"	"Occurrence"	129.943434343434	2	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	6.49717171717172	"Niskin bottle"	"phytoplankton"	10		"Gymnodinium sp. 20-30um"		
10	"iopan.pl"	"cells/l"	"Dinophysis contracta"		"Old Dinophysis rotundata"	2012	"MOSJ2012"	"KB0"	"MOSJ12-192"		"Occurrence"	64.9717171717172	1	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	3.24858585858586	"Niskin bottle"	"phytoplankton"	10				
10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2012	"MOSJ2012"	"KB0"	"MOSJ12-192"		"Occurrence"	64.9717171717172	1	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	3.24858585858586	"Niskin bottle"	"phytoplankton"	10				
10	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"			2012	"MOSJ2012"	"KB0"	"MOSJ12-192"		"Occurrence"	25857.1573333333	22	0.0008508282529432984	"l"	"present"	"verified"	75	4407.47	50	1000	1	1292.85786666667	"Niskin bottle"	"phytoplankton"	10				
10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 10-20um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-192"	"species"	"Occurrence"	8227.27733333333	7	0.0008508282529432984	"l"	"present"	"verified"	75	4407.47	50	1000	1	411.363866666667	"Niskin bottle"	"phytoplankton"	10		"Gymnodinium sp. 10-20um"		
10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-192"		"Occurrence"	37610.4106666667	32	0.0008508282529432984	"l"	"present"	"verified"	75	4407.47	50	1000	1	1880.52053333333	"Niskin bottle"	"phytoplankton"	10		"Monoflagellatae"		
10	"iopan.pl"	"cells/l"	"Leucocryptos marina"			2012	"MOSJ2012"	"KB0"	"MOSJ12-192"		"Occurrence"	2350.65066666667	2	0.0008508282529432984	"l"	"present"	"verified"	75	4407.47	50	1000	1	117.532533333333	"Niskin bottle"	"phytoplankton"	10				
10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-192"		"Occurrence"	49363.664	42	0.0008508282529432984	"l"	"present"	"verified"	75	4407.47	50	1000	1	2468.1832	"Niskin bottle"	"phytoplankton"	10		"Biflagellatae"		
10	"iopan.pl"	"cells/l"	"Dinobryon"	"spp."	"cyst"	2012	"MOSJ2012"	"KB0"	"MOSJ12-192"	"species"	"Occurrence"	8227.27733333333	7	0.0008508282529432984	"l"	"present"	"verified"	75	4407.47	50	1000	1	411.363866666667	"Niskin bottle"	"phytoplankton"	10		"Dinobryon spp. cyst"	"cyst"	
10	"iopan.pl"	"cells/l"	"Pyramimonas"	"sp."	"sp."	2012	"MOSJ2012"	"KB0"	"MOSJ12-192"	"species"	"Occurrence"	5876.62666666667	5	0.0008508282529432984	"l"	"present"	"verified"	75	4407.47	50	1000	1	293.831333333333	"Niskin bottle"	"phytoplankton"	10				
25	"iopan.pl"	"cells/l"	"Strombidium"	"sp. cf. S. sulcatum"	"sp. cf s.sulcatum"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"	"species"	"Occurrence"	519.773737373737	8	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	25.9886868686869	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Tintinnopsis"	"sp."	"sp."	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"	"species"	"Occurrence"	129.943434343434	2	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	6.49717171717172	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Foissneridium constrictum"		"Old Strombidium constrictum"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	324.858585858586	5	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	16.2429292929293	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	194.915151515152	3	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	9.74575757575758	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"			2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	324.858585858586	5	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	16.2429292929293	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp."	"sp. 30-40um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"	"species"	"Occurrence"	194.915151515152	3	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	9.74575757575758	"Niskin bottle"	"phytoplankton"	25		"Gyrodinium sp. 30-40um"		
25	"iopan.pl"	"cells/l"	"Strombidium"	"sp."	"sp."	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"	"species"	"Occurrence"	259.886868686869	4	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	12.9943434343434	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp."	"sp."	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"	"species"	"Occurrence"	129.943434343434	2	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	6.49717171717172	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Didinium nasutum"			2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	64.9717171717172	1	0.015391312459189703	"l"	"present"	"verified"	99	321.61	50	1000	1	3.24858585858586	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Gymnodinium gracilentum"			2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	45124.0976190476	43	0.0009529276432964943	"l"	"present"	"verified"	84	4407.47	50	1000	1	2256.20488095238	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"			2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	13642.169047619	13	0.0009529276432964943	"l"	"present"	"verified"	84	4407.47	50	1000	1	682.108452380952	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	12592.7714285714	12	0.0009529276432964943	"l"	"present"	"verified"	84	4407.47	50	1000	1	629.638571428571	"Niskin bottle"	"phytoplankton"	25		"Biflagellatae"		
25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 10-20um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"	"species"	"Occurrence"	20987.9523809524	20	0.0009529276432964943	"l"	"present"	"verified"	84	4407.47	50	1000	1	1049.39761904762	"Niskin bottle"	"phytoplankton"	25		"Gymnodinium sp. 10-20um"		
25	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	10493.9761904762	10	0.0009529276432964943	"l"	"present"	"verified"	84	4407.47	50	1000	1	524.69880952381	"Niskin bottle"	"phytoplankton"	25		"Monoflagellatae"		
25	"iopan.pl"	"cells/l"	"Ciliophora"	"indet."	"Non det. 60-70um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	1049.39761904762	1	0.0009529276432964943	"l"	"present"	"verified"	84	4407.47	50	1000	1	52.469880952381	"Niskin bottle"	"phytoplankton"	25		"Ciliophora non det Non det. 60-70um"		
25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 5-10um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"	"species"	"Occurrence"	17839.7595238095	17	0.0009529276432964943	"l"	"present"	"verified"	84	4407.47	50	1000	1	891.987976190476	"Niskin bottle"	"phytoplankton"	25		"Gymnodinium sp. 5-10um"		
25	"iopan.pl"	"cells/l"	"Bacillariophyceae"	"indet.-"	"5-10um"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	7345.78333333333	7	0.0009529276432964943	"l"	"present"	"verified"	84	4407.47	50	1000	1	367.289166666667	"Niskin bottle"	"phytoplankton"	25		"Pennate"		
25	"iopan.pl"	"cells/l"	"Ceratoneis closterium"		"old Cylindrotheca closterium"	2012	"MOSJ2012"	"KB0"	"MOSJ12-193"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
50	"iopan.pl"	"cells/l"	"Strombidium"	"sp."	"sp."	2012	"MOSJ2012"	"KB0"	"MOSJ12-194"	"species"	"Occurrence"	225.691228070175	4	0.017723329498460866	"l"	"present"	"verified"	114	321.61	50	1000	1	11.2845614035088	"Niskin bottle"	"phytoplankton"	50				
50	"iopan.pl"	"cells/l"	"Strombidium"	"sp. cf. S. sulcatum"	"sp. cf s.sulcatum"	2012	"MOSJ2012"	"KB0"	"MOSJ12-194"	"species"	"Occurrence"	225.691228070175	4	0.017723329498460866	"l"	"present"	"verified"	114	321.61	50	1000	1	11.2845614035088	"Niskin bottle"	"phytoplankton"	50				
50	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2012	"MOSJ2012"	"KB0"	"MOSJ12-194"		"Occurrence"	507.805263157895	9	0.017723329498460866	"l"	"present"	"verified"	114	321.61	50	1000	1	25.3902631578947	"Niskin bottle"	"phytoplankton"	50				
