"maximumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"identificationRemarks"	"year"	"expedition"	"locationID"	"fieldNumber"	"taxonRank"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"minimumDepthInMeters"	"occurrenceRemarks"	"previousIdentifications"	"lifeStage"	"magnification"
0	"iopan.pl"	"cells/l"	"Prorocentrum cordatum"		"old Prorocentrum minimum"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	9493.01230769231	7	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	474.650615384615	"Niskin bottle"	"phytoplankton"			"Prorocentrum cordatum old Prorocentrum minimum"		
0	"iopan.pl"	"cells/l"	"Pseudo-nitzschia"	"sp. cf. P. granii"	"sp. cf p.granii"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"	"species"	"Occurrence"	29835.1815384615	22	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	1491.75907692308	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Thalassiosira bioculata"			2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	23054.4584615385	17	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	1152.72292307692	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"7-10um"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	8136.86769230769	6	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	406.843384615385	"Niskin bottle"	"phytoplankton"			"Monoflagellatae"		
0	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 5-10um"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"	"species"	"Occurrence"	16273.7353846154	12	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	813.686769230769	"Niskin bottle"	"phytoplankton"			"Gymnodinium sp. 5-10um"		
0	"iopan.pl"	"cells/l"	"Dinobryon"	"spp."	"cyst"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"	"species"	"Occurrence"	1356.14461538462	1	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	67.8072307692308	"Niskin bottle"	"phytoplankton"			"Dinobryon spp. cyst"	"cyst"	
0	"iopan.pl"	"cells/l"	"Cryptophyceae"	"indet."	"Non det."	2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	29835.1815384615	22	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	1491.75907692308	"Niskin bottle"	"phytoplankton"			"Cryptophyceae Non det."		
0	"iopan.pl"	"cells/l"	"Lennoxia faveolata"			2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	9493.01230769231	7	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	474.650615384615	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"7-10um"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	13561.4461538462	10	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	678.072307692308	"Niskin bottle"	"phytoplankton"			"Biflagellatae"		
0	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	23054.4584615385	17	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	1152.72292307692	"Niskin bottle"	"phytoplankton"			"Monoflagellatae"		
0	"iopan.pl"	"cells/l"	"Leucocryptos marina"			2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	10849.1569230769	8	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	542.457846153846	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 20-30um"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"	"species"	"Occurrence"	2712.28923076923	2	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	135.614461538462	"Niskin bottle"	"phytoplankton"			"Gymnodinium sp. 20-30um"		
0	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	20342.1692307692	15	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	1017.10846153846	"Niskin bottle"	"phytoplankton"			"Biflagellatae"		
0	"iopan.pl"	"cells/l"	"Fragilariopsis pseudonana"		"old Fragilariopsis nana"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	43396.6276923077	32	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	2169.83138461538	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Eucampia groenlandica"			2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	5424.57846153846	4	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	271.228923076923	"Niskin bottle"	"phytoplankton"					40
0	"iopan.pl"	"cells/l"	"Pseudo-nitzschia"	"sp. cf. P. delicatissima"	"sp. cf p.delicatissima"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"	"species"	"Occurrence"	4068.43384615385	3	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	203.421692307692	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Coccolithus pelagicus"			2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	2712.28923076923	2	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	135.614461538462	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Navicula"	"sp."	"sp. 50-60um"	2012	"MOSJ2012"	"V6"	"MOSJ12-322"	"species"	"Occurrence"	6780.72307692308	5	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	339.036153846154	"Niskin bottle"	"phytoplankton"			"Navicula sp. 50-60um"		
0	"iopan.pl"	"cells/l"	"Bicosta minor"			2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	1356.14461538462	1	0.000737384485884192	"l"	"present"	"verified"	65	4407.47	50	1000	1	67.8072307692308	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Phaeocystis pouchetii"			2012	"MOSJ2012"	"V6"	"MOSJ12-322"		"Occurrence"	440747	50	0.00011344376705910648	"l"	"present"	"verified"	10	4407.47	50	1000	1	22037.35	"Niskin bottle"	"phytoplankton"					
25	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	329.85641025641	4	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	16.4928205128205	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Amphidinium sphenoides"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"7-10um"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25		"Biflagellatae"		
25	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25		"Biflagellatae"		
25	"iopan.pl"	"cells/l"	"Ceratoneis closterium"		"old Cylindrotheca closterium"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Chaetoceros"	"sp."	"sp."	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	4353.05679012346	4	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	217.652839506173	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Ciliophora"	"indet."	"Non det. 70-80um"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	164.928205128205	2	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	8.24641025641026	"Niskin bottle"	"phytoplankton"	25		"Ciliophora non det Non det. 70-80um"		
25	"iopan.pl"	"cells/l"	"Coccolithus pelagicus"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	6529.58518518519	6	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	326.479259259259	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Corethron pennatum"		"Old Corethron criophilum"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	247.392307692308	3	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	12.3696153846154	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Cryptophyceae"	"indet."	"Non det."	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	13059.1703703704	12	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	652.958518518519	"Niskin bottle"	"phytoplankton"	25		"Cryptophyceae Non det."		
25	"iopan.pl"	"cells/l"	"Dinophysis"	"sp."	"sp."	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	82.4641025641026	1	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	4.12320512820513	"Niskin bottle"	"phytoplankton"	25		"Dinophysis  sp."		
25	"iopan.pl"	"cells/l"	"Eucampia groenlandica"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	2176.52839506173	2	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	108.826419753086	"Niskin bottle"	"phytoplankton"	25				40
25	"iopan.pl"	"cells/l"	"Fragilariopsis pseudonana"		"old Fragilariopsis nana"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	18500.4913580247	17	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	925.024567901235	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 5-10um"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	5441.32098765432	5	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	272.066049382716	"Niskin bottle"	"phytoplankton"	25		"Gymnodinium sp. 5-10um"		
25	"iopan.pl"	"cells/l"	"Gymnodinium gracilentum"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp."	"sp. 20-30um"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25		"Gyrodinium sp. 20-30um"		
25	"iopan.pl"	"cells/l"	"Gyrodinium formosum"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Katodinium glaucum"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	82.4641025641026	1	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	4.12320512820513	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Leucocryptos marina"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	2176.52839506173	2	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	108.826419753086	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	247.392307692308	3	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	12.3696153846154	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Mesodinium rubrum"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Navicula"	"sp."	"sp. 50-60um"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	13059.1703703704	12	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	652.958518518519	"Niskin bottle"	"phytoplankton"	25		"Navicula sp. 50-60um"		
25	"iopan.pl"	"cells/l"	"Oxytoxum gracile"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Parafavella obtusangula"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	82.4641025641026	1	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	4.12320512820513	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Phaeocystis pouchetii"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	881494	50	0.00005672188352955324	"l"	"present"	"verified"	5	4407.47	50	1000	1	44074.7	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Prorocentrum cordatum"		"old Prorocentrum minimum"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25		"Prorocentrum cordatum old Prorocentrum minimum"		
25	"iopan.pl"	"cells/l"	"Pseudo-nitzschia"	"sp. cf. P. delicatissima"	"sp. cf p.delicatissima"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Ptychocylis acuta"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	164.928205128205	2	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	8.24641025641026	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Strombidium"	"sp."	"sp."	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	82.4641025641026	1	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	4.12320512820513	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Strombidium"	"sp. cf. S. sulcatum"	"sp. cf s.sulcatum"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	164.928205128205	2	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	8.24641025641026	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Strombidium conicum"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	82.4641025641026	1	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	4.12320512820513	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp. cf. Th. nordenskioeldii"	"sp. cf t.nordenskioeldii"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	2391.45897435897	29	0.012126488604210067	"l"	"present"	"verified"	78	321.61	50	1000	1	119.572948717949	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	"sp. 10-20um"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"	"species"	"Occurrence"	8706.11358024691	8	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	435.305679012346	"Niskin bottle"	"phytoplankton"	25		"Thalassiosira sp. 10-20um"		
25	"iopan.pl"	"cells/l"	"Thalassiosira bioculata"			2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	3264.79259259259	3	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	163.23962962963	"Niskin bottle"	"phytoplankton"	25				
25	"iopan.pl"	"cells/l"	"Dinophyceae"	"indet.-"	"20-30um"	2012	"MOSJ2012"	"V6"	"MOSJ12-324"		"Occurrence"	1088.26419753086	1	0.0009188945131787622	"l"	"present"	"verified"	81	4407.47	50	1000	1	54.4132098765432	"Niskin bottle"	"phytoplankton"	25		"Thecate dinoflagellatae"		
50	"iopan.pl"	"cells/l"	"Cryptophyceae"	"indet."	"Non det."	2012	"MOSJ2012"	"V6"	"MOSJ12-325"		"Occurrence"	979.437777777778	1	0.0010209939035319582	"l"	"present"	"verified"	90	4407.47	50	1000	1	48.9718888888889	"Niskin bottle"	"phytoplankton"	50		"Cryptophyceae Non det."		
50	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp."	"sp. 5-10um"	2012	"MOSJ2012"	"V6"	"MOSJ12-325"	"species"	"Occurrence"	1958.87555555556	2	0.0010209939035319582	"l"	"present"	"verified"	90	4407.47	50	1000	1	97.9437777777778	"Niskin bottle"	"phytoplankton"	50		"Gymnodinium sp. 5-10um"		
50	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"			2012	"MOSJ2012"	"V6"	"MOSJ12-325"		"Occurrence"	63.6851485148515	1	0.015702248064425856	"l"	"present"	"verified"	101	321.61	50	1000	1	3.18425742574257	"Niskin bottle"	"phytoplankton"	50				
50	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		"3-7um"	2012	"MOSJ2012"	"V6"	"MOSJ12-325"		"Occurrence"	4897.18888888889	5	0.0010209939035319582	"l"	"present"	"verified"	90	4407.47	50	1000	1	244.859444444444	"Niskin bottle"	"phytoplankton"	50		"Monoflagellatae"		
50	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"		">10um"	2012	"MOSJ2012"	"V6"	"MOSJ12-325"		"Occurrence"	979.437777777778	1	0.0010209939035319582	"l"	"present"	"verified"	90	4407.47	50	1000	1	48.9718888888889	"Niskin bottle"	"phytoplankton"	50		"Monoflagellatae"		
50	"iopan.pl"	"cells/l"	"Prorocentrum cordatum"		"old Prorocentrum minimum"	2012	"MOSJ2012"	"V6"	"MOSJ12-325"		"Occurrence"	979.437777777778	1	0.0010209939035319582	"l"	"present"	"verified"	90	4407.47	50	1000	1	48.9718888888889	"Niskin bottle"	"phytoplankton"	50		"Prorocentrum cordatum old Prorocentrum minimum"		
50	"iopan.pl"	"cells/l"	"Strombidium"	"sp. cf. S. conicum"	"sp. cf s.conicum"	2012	"MOSJ2012"	"V6"	"MOSJ12-325"	"species"	"Occurrence"	63.6851485148515	1	0.015702248064425856	"l"	"present"	"verified"	101	321.61	50	1000	1	3.18425742574257	"Niskin bottle"	"phytoplankton"	50				
50	"iopan.pl"	"cells/l"	"Strombidium"	"sp."	"sp."	2012	"MOSJ2012"	"V6"	"MOSJ12-325"	"species"	"Occurrence"	127.370297029703	2	0.015702248064425856	"l"	"present"	"verified"	101	321.61	50	1000	1	6.36851485148515	"Niskin bottle"	"phytoplankton"	50				
50	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	"sp."	2012	"MOSJ2012"	"V6"	"MOSJ12-325"	"species"	"Occurrence"	979.437777777778	1	0.0010209939035319582	"l"	"present"	"verified"	90	4407.47	50	1000	1	48.9718888888889	"Niskin bottle"	"phytoplankton"	50				
50	"iopan.pl"	"cells/l"	"Tontonia"	"sp."	"sp."	2012	"MOSJ2012"	"V6"	"MOSJ12-325"	"species"	"Occurrence"	63.6851485148515	1	0.015702248064425856	"l"	"present"	"verified"	101	321.61	50	1000	1	3.18425742574257	"Niskin bottle"	"phytoplankton"	50				
0	"iopan.pl"	"cells/l"	"Didinium nasutum"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	86871.6666666667	47	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	173.743333333333	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Corethron pennatum"		"Old Corethron criophilum"	2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	27725	15	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	55.45	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	"sp."	2012	"MOSJ2012"	"V6"	"MOSJ12-326"	"species"	"Occurrence"	457024.736842105	54	0.00011815552998973912	"l"	"present"	"verified"	19	321.61	2	1000	1	914.049473684211	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Protoperidinium cerasus"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	3696.66666666667	2	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	7.39333333333333	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Strombidium conicum"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	59146.6666666667	32	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	118.293333333333	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Eutintinnus inguilinus"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	7393.33333333333	4	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	14.7866666666667	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	14786.6666666667	8	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	29.5733333333333	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Parafavella obtusangula"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	27725	15	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	55.45	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Coccolithus pelagicus"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	1848.33333333333	1	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	3.69666666666667	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Tintinnopsis beroidea"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	14786.6666666667	8	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	29.5733333333333	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Ciliophora"	"indet."	"Non det. 80-90um"	2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	12938.3333333333	7	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	25.8766666666667	"Niskin bottle"	"phytoplankton"			"Ciliophora non det Non det. 80-90um"		
0	"iopan.pl"	"cells/l"	"Strombidium"	"sp. cf. S. sulcatum"	"sp. cf s.sulcatum"	2012	"MOSJ2012"	"V6"	"MOSJ12-326"	"species"	"Occurrence"	29573.3333333333	16	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	59.1466666666667	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Gyrodinium"	"sp. cf. G. lachryma"	"sp. cf g.lachryma"	2012	"MOSJ2012"	"V6"	"MOSJ12-326"	"species"	"Occurrence"	3696.66666666667	2	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	7.39333333333333	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp. cf. P. islandicum"	"sp. cf p.islandicum"	2012	"MOSJ2012"	"V6"	"MOSJ12-326"	"species"	"Occurrence"	5545	3	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	11.09	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Dinophysis contracta"		"Old Dinophysis rotundata"	2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	3696.66666666667	2	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	7.39333333333333	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Pronoctiluca pelagica"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	3696.66666666667	2	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	7.39333333333333	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Foissneridium constrictum"		"Old Strombidium constrictum"	2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	40663.3333333333	22	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	81.3266666666667	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Micracanthodinium claytonii"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	1848.33333333333	1	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	3.69666666666667	"Niskin bottle"	"phytoplankton"					
0	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"			2012	"MOSJ2012"	"V6"	"MOSJ12-326"		"Occurrence"	1848.33333333333	1	0.0005410279531109106	"l"	"present"	"verified"	87	321.61	2	1000	1	3.69666666666667	"Niskin bottle"	"phytoplankton"					
25	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"			2012	"MOSJ2012"	"V6"	"MOSJ12-327"		"Occurrence"	64.1509308510638	3	0.0467647150275178	"l"	"present"	"verified"	94	321.61	2	200	16	10.2641489361702	"Niskin bottle"	"microplankton"	25				
25	"iopan.pl"	"cells/l"	"Chaetoceros borealis"			2012	"MOSJ2012"	"V6"	"MOSJ12-327"		"Occurrence"	21.3836436170213	1	0.0467647150275178	"l"	"present"	"verified"	94	321.61	2	200	16	3.4213829787234	"Niskin bottle"	"microplankton"	25				
