"maximumDepthInMeters"	"magnification"	"identifiedBy"	"minimumDepthInMeters"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"previousIdentifications"	"lifeStage"	"taxonRank"	"add"	"foto"	"organismRemarks"	"organismScope"	"occurrenceRemarks"	"verbatimTaxon"	"col21"
5	60	"MR"	5	"cells/l"	"Chaetoceros furcellatus"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	95057.771	4	0.000042079673654096666	"l"	"present"	"verified"	14	16635.11	50	1000	1	4752.88857142857	"Niskin bottle"	"phytoplankton"		"Chaetoceros furcellatus spores"	"spores"			"'+"					
5	60	"MR"	5	"cells/l"	"Chaetoceros simplex"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	4719.18	2	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	235.959007092199	"Niskin bottle"	"phytoplankton"					"zwarty"	"'+"					
5	60	"MR"	5	"cells/l"	"Coccolithales"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	82585.652	35	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	4129.28262411348	"Niskin bottle"	"phytoplankton"	"indet."	"Coccolithales indet. 6-10um"			"6-10um"						
5	60	"MR"	5	"cells/l"	"Cryptophyceae"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	4719.18	2	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	235.959007092199	"Niskin bottle"	"phytoplankton"	"indet."										
5	60	"MR"	5	"cells/l"	"Cryptophyceae"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	49551.391	21	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	2477.56957446808	"Niskin bottle"	"phytoplankton"	"indet."				"6-10um"						
5	60	"MR"	5	"cells/l"	"Dinobryon faculiferum"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	7078.77	3	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	353.938510638298	"Niskin bottle"	"phytoplankton"											
5	60	"MR"	5	"cells/l"	"Dinobryon"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	4719.18	2	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	235.959007092199	"Niskin bottle"	"phytoplankton"	"sp."	"Dinobryon sp. statospores"	"statospores"	"species"							
5	60	"MR"	5	"cells/l"	"Eukaryota incertae sedis"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	115619.913	49	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	5780.99567375887	"Niskin bottle"	"phytoplankton"	"indet."	"Flagellates"									
5	60	"MR"	5	"cells/l"	"Fragilariopsis cylindrus"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	21236.311	9	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1061.81553191489	"Niskin bottle"	"phytoplankton"											
5	60	"MR"	5	"cells/l"	"Gymnodinium gracilentum"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	2359.59	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"											
5	60	"MR"	5	"cells/l"	"Gymnodinium simplex"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	2359.59	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"						"'+"					
5	60	"MR"	5	"cells/l"	"Gymnodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	11797.95	5	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	589.897517730496	"Niskin bottle"	"phytoplankton"	"sp."	"Gymnodinium sp. 10-20um"		"species"	"10-20um"						
5	60	"MR"	5	"cells/l"	"Gymnodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	2359.59	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"	"sp."	"Gymnodinium sp. 7-10um"		"species"	"<10um"						
5	60	"MR"	5	"cells/l"	"Gymnodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	2359.59	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"	"sp. cf. G. wulffii"			"species"							
5	10	"MR"	5	"cells/l"	"Gyrodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	103.745	1	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	5.18725806451613	"Niskin bottle"	"phytoplankton"	"sp."	"Gyrodinium sp. 20-30um"		"species"							
5	60	"MR"	5	"cells/l"	"Heterocapsa rotundata"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	2359.59	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"											
5	60	"MR"	5	"cells/l"	"Leucocryptos marina"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	2359.59	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"						"'+"					
5	10	"MR"	5	"cells/l"	"Lohmanniella oviformis"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	311.235	3	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	15.5617741935484	"Niskin bottle"	"phytoplankton"											
5	60	"MR"	5	"cells/l"	"Monosiga marina"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	28315.081	12	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1415.75404255319	"Niskin bottle"	"phytoplankton"											
5	60	"MR"	5	"cells/l"	"Pennales"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	11797.95	5	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	589.897517730496	"Niskin bottle"	"phytoplankton"	"indet."	"Pennales indet. <30um"				"'+"					
5	60	"MR"	5	"cells/l"	"Phaeocystis pouchetii"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	1730051.44	52	0.00003005690975292619	"l"	"present"	"verified"	10	16635.11	50	1000	1	86502.572	"Niskin bottle"	"phytoplankton"						"'+"					
5	60	"MR"	5	"cells/l"	"Phaeocystis pouchetii"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	21236.311	9	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	1061.81553191489	"Niskin bottle"	"phytoplankton"					"flagella form"						
5	60	"MR"	5	"cells/l"	"Plagioselmis"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	7078.77	3	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	353.938510638298	"Niskin bottle"	"phytoplankton"	"sp."			"species"		"'+"					
5	10	"MR"	5	"cells/l"	"Polarella glacialis"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	2904.865	28	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	145.243225806452	"Niskin bottle"	"phytoplankton"		"Polarella glacialis cyst"	"cyst"								
5	60	"MR"	5	"cells/l"	"Prorocentrum cordatum"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	16517.13	7	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	825.856524822695	"Niskin bottle"	"phytoplankton"		"Prorocentrum minimum"				"'+"					
5	10	"MR"	5	"cells/l"	"Pseudo-nitzschia"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	311.235	3	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	15.5617741935484	"Niskin bottle"	"phytoplankton"	"sp. cf. P. granii"			"species"	"igły"						
5	60	"MR"	5	"cells/l"	"Pyramimonas"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	92024.013	39	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	4601.20063829787	"Niskin bottle"	"phytoplankton"	"sp."			"species"							
5	60	"MR"	5	"cells/l"	"Pyramimonas"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	7078.77	3	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	353.938510638298	"Niskin bottle"	"phytoplankton"	"sp. cf. P. nansenii"			"species"							
5	60	"MR"	5	"cells/l"	"Pyramimonas"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	51910.982	22	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	2595.54907801418	"Niskin bottle"	"phytoplankton"	"sp. cf. P. virginica"			"species"							
5	10	"MR"	5	"cells/l"	"Strombidium"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	1037.452	10	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	51.8725806451613	"Niskin bottle"	"phytoplankton"	"sp."			"species"	"sp.1, pochewka (Strombidium sp.)"						
5	60	"MR"	5	"cells/l"	"Teleaulax"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	9438.36	4	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	471.918014184397	"Niskin bottle"	"phytoplankton"	"sp."			"species"							
5	60	"MR"	5	"cells/l"	"Telonema subtile"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	42472.621	18	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	2123.63106382979	"Niskin bottle"	"phytoplankton"											
5	10	"MR"	5	"cells/l"	"Thalassiosira"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	207.49	2	0.009639003762320825	"l"	"present"	"verified"	62	321.61	50	1000	1	10.3745161290323	"Niskin bottle"	"phytoplankton"	"sp."			"species"							
5	60	"MR"	5	"cells/l"	"Uronema marinum"	2015	"N-ICE2015"	"Floe4"	"PHT-304"	"Occurrence"	2359.59	1	0.00042380242751625924	"l"	"present"	"verified"	141	16635.11	50	1000	1	117.979503546099	"Niskin bottle"	"phytoplankton"						"'+"					
2	60	"MR"	2	"cells/l"	"Eukaryota incertae sedis"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	28930.626	10	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	1446.53130434783	"Niskin bottle"	"phytoplankton"	"indet."	"Biflagellates"									
2	60	"MR"	2	"cells/l"	"Eukaryota incertae sedis"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	34716.751	12	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	1735.83756521739	"Niskin bottle"	"phytoplankton"	"indet."	"Biflagellates"									
2	10	"MR"	2	"cells/l"	"Ceratoneis closterium"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	112.846	1	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	5.64228070175439	"Niskin bottle"	"phytoplankton"											
2	60	"MR"	2	"cells/l"	"Chaetoceros simplex"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	2893.063	1	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	144.653130434783	"Niskin bottle"	"phytoplankton"					"zwarty"						
2	60	"MR"	2	"cells/l"	"Chlorophyceae"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	20251.438	7	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	1012.57191304348	"Niskin bottle"	"phytoplankton"	"indet."										
2	60	"MR"	2	"cells/l"	"Choanoflagellatea"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	49182.064	17	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	2459.1032173913	"Niskin bottle"	"phytoplankton"	"indet."										
2	10	"MR"	2	"cells/l"	"Ciliophora"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	225.691	2	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	11.2845614035088	"Niskin bottle"	"phytoplankton"	"indet."										
2	60	"MR"	2	"cells/l"	"Coccolithales"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	89684.941	31	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	4484.24704347826	"Niskin bottle"	"phytoplankton"	"indet."	"Coccolithales indet. 6-10um"			"6-10um"						
2	60	"MR"	2	"cells/l"	"Cryptophyceae"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	5786.125	2	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	289.306260869565	"Niskin bottle"	"phytoplankton"	"indet."										
2	60	"MR"	2	"cells/l"	"Cryptophyceae"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	23144.501	8	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	1157.22504347826	"Niskin bottle"	"phytoplankton"	"indet."				"6-10um"						
2	60	"MR"	2	"cells/l"	"Dinobryon"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	5786.125	2	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	289.306260869565	"Niskin bottle"	"phytoplankton"	"sp."	"Dinobryon sp. statospores"	"statospores"	"species"							
2	60	"MR"	2	"cells/l"	"Dinophyceae"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	5786.125	2	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	289.306260869565	"Niskin bottle"	"phytoplankton"	"indet. encysting"										
2	60	"MR"	2	"cells/l"	"Eukaryota incertae sedis"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	368096.051	52	0.0001412674758387531	"l"	"present"	"verified"	47	16635.11	50	1000	1	18404.8025531915	"Niskin bottle"	"phytoplankton"	"indet."	"Flagellates"									
2	60	"MR"	2	"cells/l"	"Fragilariopsis cylindrus"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	28930.626	10	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	1446.53130434783	"Niskin bottle"	"phytoplankton"											
2	60	"MR"	2	"cells/l"	"Gymnodinium galeatum"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	2893.063	1	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	144.653130434783	"Niskin bottle"	"phytoplankton"											
2	60	"MR"	2	"cells/l"	"Gymnodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	23144.501	8	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	1157.22504347826	"Niskin bottle"	"phytoplankton"	"sp."	"Gymnodinium sp. 10-20um"		"species"	"10-20um"						
2	60	"MR"	2	"cells/l"	"Gymnodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	5786.125	2	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	289.306260869565	"Niskin bottle"	"phytoplankton"	"sp."	"Gymnodinium sp. 7-10um"		"species"	"<10um"						
2	10	"MR"	2	"cells/l"	"Lohmanniella oviformis"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	225.691	2	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	11.2845614035088	"Niskin bottle"	"phytoplankton"											
2	60	"MR"	2	"cells/l"	"Monosiga marina"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	78112.69	27	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	3905.63452173913	"Niskin bottle"	"phytoplankton"											
2	10	"MR"	2	"cells/l"	"Nitzschia"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	677.074	6	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	33.8536842105263	"Niskin bottle"	"phytoplankton"	"spp. frigida/neo-frigida"	"Nitzschia frigida/neo-frigida"		"species"							
2	60	"MR"	2	"cells/l"	"Pennales"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	23144.501	8	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	1157.22504347826	"Niskin bottle"	"phytoplankton"	"indet."	"Pennales indet. <30um"									
2	60	"MR"	2	"cells/l"	"Phaeocystis pouchetii"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	359861.563	53	0.00014727885778933832	"l"	"present"	"verified"	49	16635.11	50	1000	1	17993.0781632653	"Niskin bottle"	"phytoplankton"											
2	60	"MR"	2	"cells/l"	"Phaeocystis pouchetii"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	17358.376	6	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	867.918782608696	"Niskin bottle"	"phytoplankton"					"bad shape"						
2	60	"MR"	2	"cells/l"	"Phaeocystis pouchetii"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	31823.689	11	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	1591.18443478261	"Niskin bottle"	"phytoplankton"					"flagella form"						
2	60	"MR"	2	"cells/l"	"Plagioselmis"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	8679.188	3	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	433.959391304348	"Niskin bottle"	"phytoplankton"	"sp."			"species"							
2	10	"MR"	2	"cells/l"	"Polarella glacialis"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	789.919	7	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	39.4959649122807	"Niskin bottle"	"phytoplankton"		"Polarella glacialis cyst"	"cyst"								
2	60	"MR"	2	"cells/l"	"Prorocentrum cordatum"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	5786.125	2	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	289.306260869565	"Niskin bottle"	"phytoplankton"		"Prorocentrum minimum"				"'+"					
2	60	"MR"	2	"cells/l"	"Pseudo-nitzschia"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	2893.063	1	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	144.653130434783	"Niskin bottle"	"phytoplankton"	"sp."			"species"							
2	60	"MR"	2	"cells/l"	"Pyramimonas"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	144653.13	50	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	7232.65652173913	"Niskin bottle"	"phytoplankton"	"sp. cf. P. nansenii"			"species"							
2	60	"MR"	2	"cells/l"	"Pyramimonas"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	49182.064	17	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	2459.1032173913	"Niskin bottle"	"phytoplankton"	"sp. cf. P. virginica"			"species"							
2	60	"MR"	2	"cells/l"	"Eukaryota"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	17358.376	6	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	867.918782608696	"Niskin bottle"	"phytoplankton"	"incertae sedis"	"Spora indet."	"spora"								
2	10	"MR"	2	"cells/l"	"Strombidium"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	1918.375	17	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	95.9187719298246	"Niskin bottle"	"phytoplankton"	"sp."			"species"	"sp.1, pochewka (Strombidium sp.)"						
2	60	"MR"	2	"cells/l"	"Teleaulax"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	49182.064	17	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	2459.1032173913	"Niskin bottle"	"phytoplankton"	"sp."			"species"	"ostre, hm"	"'+"					
2	60	"MR"	2	"cells/l"	"Telonema subtile"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	63647.377	22	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	3182.36886956522	"Niskin bottle"	"phytoplankton"						"'+"					
2	10	"MR"	2	"cells/l"	"Thalassiosira"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	451.382	4	0.008861664749230433	"l"	"present"	"verified"	57	321.61	50	1000	1	22.5691228070175	"Niskin bottle"	"phytoplankton"	"sp."			"species"							
2	60	"MR"	2	"cells/l"	"Dinophyceae"	2015	"N-ICE2015"	"Floe4"	"PHT-305"	"Occurrence"	5786.125	2	0.0003456544621586511	"l"	"present"	"verified"	115	16635.11	50	1000	1	289.306260869565	"Niskin bottle"	"phytoplankton"	"indet."	"Thecate dinophyceae"									
50	60	"MR"	50	"cells/l"	"Eukaryota incertae sedis"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	3199.06	2	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	159.952980769231	"Niskin bottle"	"phytoplankton"	"indet."	"Biflagellates"									
50	60	"MR"	50	"cells/l"	"Chaetoceros simplex"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	7997.649	5	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	399.882451923077	"Niskin bottle"	"phytoplankton"					"zwarty"						
50	10	"MR"	50	"cells/l"	"Ciliophora"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	494.785	5	0.010105407170175058	"l"	"present"	"verified"	65	321.61	50	1000	1	24.7392307692308	"Niskin bottle"	"phytoplankton"	"indet."				"Ciliat sp.1"	"'+"					
50	60	"MR"	50	"cells/l"	"Coccolithales"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	11196.709	7	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	559.835432692308	"Niskin bottle"	"phytoplankton"	"indet."	"Coccolithales indet. 6-10um"			"kanciasta (cysta coccolith?)"	"'+"					
50	60	"MR"	50	"cells/l"	"Conticribra"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	39988.245	25	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	1999.41225961538	"Niskin bottle"	"phytoplankton"	"sp. cf. C. weissflogii"	"Conticribra sp. cf C. weissflogii"		"species"	"ale chyba nie spora hm"	"'+"					
50	60	"MR"	50	"cells/l"	"Cryptophyceae"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	4798.589	3	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	239.929471153846	"Niskin bottle"	"phytoplankton"	"indet."				"6-10um"						
50	60	"MR"	50	"cells/l"	"Dinobryon"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	3199.06	2	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	159.952980769231	"Niskin bottle"	"phytoplankton"	"sp."	"Dinobryon sp. statospores"	"statospores"	"species"							
50	60	"MR"	50	"cells/l"	"Eukaryota incertae sedis"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	79976.49	50	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	3998.82451923077	"Niskin bottle"	"phytoplankton"	"indet."	"Flagellates"				"'+"					
50	60	"MR"	50	"cells/l"	"Fragilariopsis cylindrus"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	36789.186	23	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	1839.45927884615	"Niskin bottle"	"phytoplankton"											
50	60	"MR"	50	"cells/l"	"Gymnodinium galeatum"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	3199.06	2	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	159.952980769231	"Niskin bottle"	"phytoplankton"											
50	60	"MR"	50	"cells/l"	"Gymnodinium gracilentum"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	57583.073	36	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	2879.15365384615	"Niskin bottle"	"phytoplankton"											
50	60	"MR"	50	"cells/l"	"Gymnodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	30391.066	19	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	1519.55331730769	"Niskin bottle"	"phytoplankton"	"sp."	"Gymnodinium sp. 10-20um"		"species"	"10-20um"	"'+"					
50	60	"MR"	50	"cells/l"	"Gymnodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	7997.649	5	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	399.882451923077	"Niskin bottle"	"phytoplankton"	"sp."	"Gymnodinium sp. 7-10um"		"species"	"<10um"						
50	60	"MR"	50	"cells/l"	"Gymnodinium"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	3199.06	2	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	159.952980769231	"Niskin bottle"	"phytoplankton"	"sp. cf. G. wulffii"			"species"							
50	60	"MR"	50	"cells/l"	"Leucocryptos marina"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	1599.53	1	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	79.9764903846154	"Niskin bottle"	"phytoplankton"											
50	10	"MR"	50	"cells/l"	"Lohmanniella oviformis"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	197.914	2	0.010105407170175058	"l"	"present"	"verified"	65	321.61	50	1000	1	9.89569230769231	"Niskin bottle"	"phytoplankton"											
50	10	"MR"	50	"cells/l"	"Micracanthodinium claytonii"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	98.957	1	0.010105407170175058	"l"	"present"	"verified"	65	321.61	50	1000	1	4.94784615384615	"Niskin bottle"	"phytoplankton"											
50	60	"MR"	50	"cells/l"	"Monosiga marina"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	1599.53	1	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	79.9764903846154	"Niskin bottle"	"phytoplankton"											
50	60	"MR"	50	"cells/l"	"Oligotrichea"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	1599.53	1	0.0006251837228608648	"l"	"present"	"verified"	208	16635.11	50	1000	1	79.9764903846154	"Niskin bottle"	"phytoplankton"	"indet."					"'+"					
50	10	"MR"	50	"cells/l"	"Parafavella obtusangula"	2015	"N-ICE2015"	"Floe4"	"PHT-313"	"Occurrence"	98.957	1	0.010105407170175058	"l"	"present"	"verified"	65	321.61	50	1000	1	4.94784615384615	"Niskin bottle"	"phytoplankton"											
